customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,Tempo_Cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Mensalidade,Total_Pago,Contas_Diarias,Churn_binario,Total_Servicos
3796-ENZGF,no,Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,2 anos,No,Mailed check,67.25,4234.15,2.2416666666666667,0,5.0
3797-FKOGQ,no,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Electronic check,86.2,893.2,2.8733333333333335,0,3.0
3797-VTIDR,yes,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,23.45,23.45,0.7816666666666666,1,0.0
3798-EPWRR,no,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,43.95,85.1,1.465,0,1.0
3799-ISUZQ,yes,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),69.95,529.5,2.3316666666666666,1,1.0
3800-LYTRK,no,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,1 ano,No,Mailed check,55.7,795.15,1.8566666666666667,0,3.0
3801-HMYNL,yes,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Mailed check,89.15,89.15,2.9716666666666667,1,3.0
3803-KMQFW,yes,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.55,20.55,0.685,1,1.0
3804-RVTGV,yes,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),103.85,5017.9,3.4616666666666664,1,6.0
3806-DXQOM,yes,Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Electronic check,33.65,137.85,1.1216666666666666,1,2.0
3806-YAZOV,no,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,18.8,56.0,0.6266666666666667,0,1.0
3807-BPOMJ,no,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,1 ano,Yes,Electronic check,94.75,5276.1,3.158333333333333,0,4.0
3807-XHCJH,no,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Electronic check,20.0,20.0,0.6666666666666666,0,1.0
3808-HFKDE,no,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,44.35,927.15,1.4783333333333333,0,1.0
3810-DVDQQ,no,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),117.6,8308.9,3.92,0,8.0
3810-PJUHR,no,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,25.35,1715.15,0.8450000000000001,0,2.0
3811-VBYBZ,yes,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,99.8,673.25,3.3266666666666667,1,5.0
3812-LRZIR,no,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Electronic check,24.5,761.95,0.8166666666666667,0,2.0
3813-DHBBB,no,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,2 anos,Yes,Bank transfer (automatic),50.95,3521.7,1.6983333333333335,0,4.0
3814-MLAXC,yes,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,Yes,Credit card (automatic),79.85,2404.15,2.6616666666666666,1,3.0
3815-SLMEF,yes,Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Mensal,No,Mailed check,34.25,139.35,1.1416666666666666,1,2.0
3823-KYNQY,no,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Credit card (automatic),24.95,280.4,0.8316666666666667,0,2.0
3824-RHKVR,no,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),19.7,340.35,0.6566666666666666,0,1.0
3831-YCPUO,no,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),109.5,7854.9,3.65,0,7.0
3834-XUIFC,yes,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Mailed check,85.2,602.55,2.8400000000000003,1,3.0
3836-FZSDJ,no,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),24.85,1901.0,0.8283333333333334,0,2.0
3838-OZURD,yes,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Credit card (automatic),105.0,7133.25,3.5,1,6.0
3841-CONLJ,no,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Mensal,No,Electronic check,35.0,35.0,1.1666666666666667,0,1.0
3841-NFECX,no,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,Credit card (automatic),96.35,6766.95,3.2116666666666664,0,6.0
3842-IYKUE,yes,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Mensal,No,Credit card (automatic),85.3,2917.5,2.8433333333333333,1,4.0
3842-QTGDL,no,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Mensal,No,Bank transfer (automatic),80.75,1321.3,2.691666666666667,0,3.0
3845-FXCYS,no,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Electronic check,19.65,31.2,0.6549999999999999,0,1.0
3845-JHAMY,no,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Mensal,Yes,Credit card (automatic),35.5,552.7,1.1833333333333333,0,1.0
3847-BAERP,no,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,20.9,247.0,0.6966666666666667,0,1.0
3850-OKINF,no,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,1 ano,Yes,Electronic check,66.2,4692.55,2.2066666666666666,0,4.0
3853-LYGAM,no,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Mensal,Yes,Bank transfer (automatic),95.65,1640.0,3.1883333333333335,0,5.0
3855-ONCAR,no,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Mailed check,78.9,299.75,2.6300000000000003,0,2.0
3858-VOBET,yes,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,74.95,1710.45,2.4983333333333335,1,2.0
3858-XHYJO,no,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1 ano,No,Bank transfer (automatic),105.75,4228.55,3.525,0,6.0
3859-CVCET,yes,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,45.65,191.05,1.5216666666666667,1,1.0
3863-IUBJR,yes,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,1 ano,No,Credit card (automatic),53.65,696.35,1.7883333333333333,1,2.0
3863-QSTYI,no,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mensal,Yes,Electronic check,64.65,3735.45,2.1550000000000002,0,4.0
3865-QBWSJ,no,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Mailed check,80.45,3162.65,2.6816666666666666,0,3.0
3865-YIOTT,no,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Bank transfer (automatic),106.1,7848.5,3.5366666666666666,0,6.0
3865-ZFZIB,no,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,19.65,358.15,0.6549999999999999,0,1.0
3865-ZYKAD,no,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mensal,Yes,Credit card (automatic),84.9,5785.65,2.83,0,4.0
3866-MDTUB,yes,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,70.75,146.9,2.3583333333333334,1,4.0
3870-MQAMG,yes,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Electronic check,110.35,5893.15,3.6783333333333332,1,7.0
3870-SPZSI,no,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),113.05,7869.05,3.768333333333333,0,8.0
3871-IKPYH,yes,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Electronic check,69.1,69.1,2.3033333333333332,1,1.0
3873-NFTGI,no,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Mensal,Yes,Credit card (automatic),55.5,767.55,1.85,0,3.0
3873-WOSBC,no,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),25.6,1784.9,0.8533333333333334,0,2.0
3874-EQOEP,yes,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Mailed check,95.0,655.5,3.1666666666666665,1,4.0
3877-JRJIP,yes,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,59.85,59.85,1.995,1,3.0
3878-AVSOQ,no,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,71.25,71.25,2.375,0,1.0
3882-IYOIJ,no,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),115.25,6758.45,3.841666666666667,0,8.0
3884-HCSWG,yes,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,70.0,1144.5,2.3333333333333335,1,1.0
3884-UEBXB,no,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,2 anos,No,Bank transfer (automatic),36.15,2434.45,1.2049999999999998,0,2.0
3886-CERTZ,yes,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Electronic check,109.25,8109.8,3.6416666666666666,1,7.0
3887-PBQAO,no,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Credit card (automatic),25.9,1216.6,0.8633333333333333,0,2.0
3889-VWBID,no,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),82.85,5776.45,2.7616666666666663,0,6.0
3890-RTCMS,no,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,Yes,Mailed check,49.45,799.0,1.6483333333333334,0,2.0
3891-NLXJB,no,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,2 anos,Yes,Mailed check,40.55,1390.85,1.3516666666666666,0,3.0
3891-PUQOD,yes,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Mensal,No,Electronic check,59.2,59.2,1.9733333333333334,1,3.0
3892-NXAZG,no,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),114.05,8289.2,3.8016666666666667,0,8.0
3893-JRNFS,no,Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Mensal,Yes,Bank transfer (automatic),39.9,2796.35,1.3299999999999998,0,2.0
3896-RCYYE,no,Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),53.4,3579.15,1.78,0,4.0
3896-ZVNET,no,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,24.7,571.75,0.8233333333333334,0,2.0
3898-BSJYF,no,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,1 ano,No,Credit card (automatic),73.55,693.3,2.4516666666666667,0,6.0
3898-GUYTS,no,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Mensal,Yes,Electronic check,97.05,4385.05,3.235,0,6.0
3900-AQPHZ,yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.9,19.9,0.6633333333333333,1,1.0
3902-FOIGH,yes,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,101.35,1218.55,3.378333333333333,1,5.0
3902-MIVLE,no,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,No,Mailed check,75.7,4676.7,2.5233333333333334,0,6.0
3904-UKFRE,no,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,80.1,336.15,2.67,0,3.0
3908-BLSYF,yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mensal,No,Electronic check,83.9,497.55,2.796666666666667,1,3.0
3908-MKIMJ,no,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,2 anos,Yes,Electronic check,41.95,2965.75,1.3983333333333334,0,3.0
3910-MRQOY,no,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),19.4,1496.45,0.6466666666666666,0,1.0
3911-RSNHI,no,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),61.4,4310.35,2.0466666666666664,0,5.0
3913-FCUUW,no,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,Bank transfer (automatic),70.45,5165.7,2.3483333333333336,0,6.0
3913-RDSJZ,no,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,25.55,1714.95,0.8516666666666667,0,2.0
3914-FDRHP,no,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Mensal,No,Electronic check,86.25,770.5,2.875,0,3.0
3915-ODIYG,no,Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,1 ano,Yes,Electronic check,71.75,4374.55,2.3916666666666666,0,5.0
3916-NRPAP,no,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mensal,No,Credit card (automatic),85.7,256.75,2.856666666666667,0,3.0
3920-HIHMQ,no,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Mailed check,49.5,1265.65,1.65,0,2.0
3923-CSIHK,yes,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,71.05,3444.85,2.368333333333333,1,1.0
3926-CUQZX,yes,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),45.1,45.1,1.5033333333333334,1,1.0
3926-YZVVX,no,Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,1 ano,No,Bank transfer (automatic),50.05,2029.05,1.6683333333333332,0,2.0
3927-NLNRY,yes,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,1 ano,Yes,Bank transfer (automatic),94.25,4867.95,3.1416666666666666,1,4.0
3930-ZGWVE,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.75,19.75,0.6583333333333333,0,1.0
3932-CMDTD,yes,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Electronic check,105.65,443.9,3.521666666666667,1,6.0
3932-IJWDZ,no,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Bank transfer (automatic),103.65,4747.85,3.455,0,6.0
3933-DQPWX,no,Female,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,2 anos,No,Credit card (automatic),39.7,1932.75,1.3233333333333335,0,3.0
3934-HXCFZ,yes,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Mensal,Yes,Electronic check,99.25,2186.4,3.308333333333333,1,6.0
3935-TBRZZ,no,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,25.7,1110.5,0.8566666666666667,0,2.0
3936-QQFLL,no,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.75,39.3,0.6583333333333333,0,1.0
3938-YFPXD,no,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),84.3,5997.1,2.81,0,7.0
3941-XTSKM,no,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,1 ano,Yes,Credit card (automatic),45.1,2049.05,1.5033333333333334,0,3.0
3943-KDREE,yes,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),74.95,1834.95,2.4983333333333335,1,2.0
3945-GFWQL,yes,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,44.55,480.6,1.4849999999999999,1,1.0
3946-JEWRQ,no,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1 ano,Yes,Credit card (automatic),95.2,4563.0,3.1733333333333333,0,4.0
3946-MHCZW,yes,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Mensal,No,Mailed check,50.9,50.9,1.6966666666666665,1,2.0
3948-FVVRP,no,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,No,Mailed check,54.8,452.8,1.8266666666666667,0,3.0
3948-KXDUF,no,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,Bank transfer (automatic),68.75,4447.55,2.2916666666666665,0,6.0
3948-XHGNA,yes,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),49.55,1210.4,1.6516666666666666,1,2.0
3950-VPYJB,no,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1 ano,No,Mailed check,59.6,3509.4,1.9866666666666668,0,4.0
3951-NJCVI,no,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.05,3944.5,3.1683333333333334,0,4.0
3955-JBZZM,no,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,No,Electronic check,78.8,1641.3,2.6266666666666665,0,2.0
3956-CJUST,no,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),75.4,1643.55,2.5133333333333336,0,2.0
3956-MGXOG,no,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,80.6,2244.95,2.6866666666666665,0,2.0
3957-HHLMR,no,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,1 ano,No,Bank transfer (automatic),65.2,4543.15,2.1733333333333333,0,4.0
3957-LXOLK,yes,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,106.15,3152.5,3.5383333333333336,1,6.0
3957-SQXML,no,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),24.95,894.3,0.8316666666666667,0,2.0
3961-SXAXY,no,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),44.05,44.05,1.4683333333333333,0,1.0
3963-RYFNS,no,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),116.45,8013.55,3.881666666666667,0,8.0
3966-HRMZA,no,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mensal,No,Mailed check,75.05,202.9,2.5016666666666665,0,2.0
3967-KXAPS,no,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),92.3,6719.9,3.0766666666666667,0,8.0
3967-VQOGC,no,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Mailed check,24.9,1680.25,0.83,0,2.0
3969-GYXEL,no,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,No,Electronic check,76.4,838.7,2.546666666666667,0,2.0
3969-JQABI,no,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Mensal,Yes,Credit card (automatic),65.25,3791.6,2.175,0,4.0
3970-XGJDU,no,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),19.2,1123.65,0.64,0,1.0
3973-SKMLN,no,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),19.9,1355.1,0.6633333333333333,0,1.0
3976-BWUCK,yes,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Mensal,Yes,Credit card (automatic),94.1,2804.45,3.1366666666666663,1,5.0
3976-HXHCE,no,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),19.3,1414.8,0.6433333333333333,0,1.0
3976-NLDEZ,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.6,20.6,0.6866666666666668,0,1.0
3977-QCRSL,no,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.15,117.95,0.6716666666666666,0,1.0
3978-YNKDD,no,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),20.85,467.5,0.6950000000000001,0,1.0
3981-QSVQI,no,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Bank transfer (automatic),19.7,168.9,0.6566666666666666,0,1.0
3982-DQLUS,no,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mensal,Yes,Electronic check,85.75,5688.45,2.8583333333333334,0,4.0
3982-JGSFD,no,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Credit card (automatic),20.35,695.85,0.6783333333333333,0,1.0
3982-XWFZQ,yes,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,50.25,2203.65,1.675,1,2.0
3985-HOYPM,no,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.4,525.55,0.6466666666666666,0,1.0
3987-KQDDU,no,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,No,Electronic check,75.6,661.55,2.52,0,2.0
3988-RQIXO,yes,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,91.3,91.3,3.0433333333333334,1,3.0
3990-QYKBE,yes,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,92.5,3473.4,3.0833333333333335,1,4.0
3992-YWPKO,yes,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),109.9,669.45,3.6633333333333336,1,7.0
3995-WFCSM,no,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Mensal,No,Electronic check,60.85,111.4,2.0283333333333333,0,3.0
3996-ZNWYK,no,Male,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.8,1388.45,0.66,0,1.0
3999-QGRJH,yes,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,69.7,560.85,2.3233333333333333,1,1.0
3999-WRNGR,no,Female,0,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,49.75,3069.45,1.6583333333333334,0,3.0
4000-VGMQP,no,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,1 ano,No,Credit card (automatic),78.95,2862.55,2.631666666666667,0,6.0
4001-TSBTV,no,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Mensal,Yes,Electronic check,91.55,5511.65,3.0516666666666667,0,4.0
4002-BQWPQ,no,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Mensal,No,Bank transfer (automatic),81.75,2028.8,2.725,0,7.0
4003-FUSHP,no,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Mensal,Yes,Credit card (automatic),61.55,1093.2,2.0516666666666667,0,3.0
4003-OCTMP,no,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,1 ano,Yes,Electronic check,64.0,1910.75,2.1333333333333333,0,4.0
4006-HKYHO,no,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),86.7,5309.5,2.89,0,7.0
4007-NHVHI,no,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mensal,Yes,Electronic check,96.85,5219.65,3.228333333333333,0,5.0
